"","shift","variable","rho"
"118",11,"positivity",0.656450744954985
"119",11,"cases",0.109268647296383
"120",11,"death",0.564068146931255
"121",12,"positivity",0.649486150777541
"122",12,"cases",0.096467436638831
"123",12,"death",0.603551597331439
"124",13,"positivity",0.638505282837328
"125",13,"cases",0.0803250708113944
"126",13,"death",0.638137336526422
"127",14,"positivity",0.625097568540244
"128",14,"cases",0.0670525085444549
"129",14,"death",0.662699833064301
"130",15,"positivity",0.608363459663561
"131",15,"cases",0.0512116836352594
"132",15,"death",0.679014210217789
"133",16,"positivity",0.588635505330189
"134",16,"cases",0.0324750500435287
"135",16,"death",0.688632353280641
"136",17,"positivity",0.574197352577625
"137",17,"cases",0.0148745792195963
"138",17,"death",0.68874326705922
"139",18,"positivity",0.558034974083928
"140",18,"cases",-0.00614915039497559
"141",18,"death",0.683716475874023
"142",19,"positivity",0.545846300563421
"143",19,"cases",-0.0285319269932575
"144",19,"death",0.673886111403994
"145",20,"positivity",0.531727597307646
"146",20,"cases",-0.048244056332616
"147",20,"death",0.663561142135707
"148",21,"positivity",0.513034317743162
"149",21,"cases",-0.067960753247597
"150",21,"death",0.653079228724036
"151",22,"positivity",0.494542831793623
"152",22,"cases",-0.0861731825409894
"153",22,"death",0.640765298750856
"154",23,"positivity",0.474944760488607
"155",23,"cases",-0.102510041885227
"156",23,"death",0.629974266424306
"157",24,"positivity",0.453644014268355
"158",24,"cases",-0.120988056267836
"159",24,"death",0.619140013675237
"160",25,"positivity",0.428895471277255
"161",25,"cases",-0.135798074552744
"162",25,"death",0.611358916188139
"163",26,"positivity",0.404503897731965
"164",26,"cases",-0.151129927114522
"165",26,"death",0.605505032527571
"166",27,"positivity",0.380690027655728
"167",27,"cases",-0.163972779650059
"168",27,"death",0.597581679258991
"169",28,"positivity",0.35567991756231
"170",28,"cases",-0.178087109356694
"171",28,"death",0.5909748637197
