"","shift","variable","rho"
"62",-8,"cases",-0.142984810697215
"63",-8,"death",-0.266674477024309
"64",-7,"positivity",0.404720336073393
"65",-7,"cases",-0.0857779760792315
"66",-7,"death",-0.208112656120243
"67",-6,"positivity",0.400771874658481
"68",-6,"cases",-0.0284514640345445
"69",-6,"death",-0.146992393796067
"70",-5,"positivity",0.395528464878227
"71",-5,"cases",0.025358393409494
"72",-5,"death",-0.0868477669114275
"73",-4,"positivity",0.391220223749064
"74",-4,"cases",0.0776194183002573
"75",-4,"death",-0.0236929980314531
"76",-3,"positivity",0.420040996317986
"77",-3,"cases",0.106416438535659
"78",-3,"death",0.0166654878798195
"79",-2,"positivity",0.456956920626013
"80",-2,"cases",0.133873584348142
"81",-2,"death",0.0580882466731864
"82",-1,"positivity",0.448286242907085
"83",-1,"cases",0.181270828776198
"84",-1,"death",0.121774254402238
"85",0,"positivity",0.468335626193333
"86",0,"cases",0.205831701456752
"87",0,"death",0.164627931923736
"88",1,"positivity",0.501950250166202
"89",1,"cases",0.22750629383679
"90",1,"death",0.210026384425136
"91",2,"positivity",0.51827465927169
"92",2,"cases",0.247900614661701
"93",2,"death",0.257797588750206
"94",3,"positivity",0.533624300513241
"95",3,"cases",0.264552986776399
"96",3,"death",0.305373314432941
"97",4,"positivity",0.542489357187344
"98",4,"cases",0.278011267539122
"99",4,"death",0.355468717579444
"100",5,"positivity",0.550837258954457
"101",5,"cases",0.28826228027149
"102",5,"death",0.405364857017714
"103",6,"positivity",0.554547352803492
"104",6,"cases",0.295033867816765
"105",6,"death",0.456580207647376
"106",7,"positivity",0.548912064982186
"107",7,"cases",0.298643875241887
"108",7,"death",0.508644408888421
"109",8,"positivity",0.538767108855177
"110",8,"cases",0.300320092500553
"111",8,"death",0.559477660801272
"112",9,"positivity",0.530656274440261
"113",9,"cases",0.29934016502223
"114",9,"death",0.607415101554
"115",10,"positivity",0.515981115920191
"116",10,"cases",0.294476105008285
"117",10,"death",0.649573345301654
"118",11,"positivity",0.498175618689677
"119",11,"cases",0.285686982823563
"120",11,"death",0.685982045115828
"121",12,"positivity",0.478806780430169
"122",12,"cases",0.274507145015257
"123",12,"death",0.715688264019435
"124",13,"positivity",0.450111334879737
"125",13,"cases",0.266521305095075
"126",13,"death",0.741832712684647
"127",14,"positivity",0.418253794455122
"128",14,"cases",0.254119515796689
"129",14,"death",0.762277275704528
"130",15,"positivity",0.390004215828914
"131",15,"cases",0.237989098087228
"132",15,"death",0.776102139201477
"133",16,"positivity",0.353137513185279
"134",16,"cases",0.218531541319135
"135",16,"death",0.783523374394587
"136",17,"positivity",0.314737442363735
"137",17,"cases",0.197582129330476
"138",17,"death",0.782075244011403
"139",18,"positivity",0.2851161733283
"140",18,"cases",0.172186887711571
"141",18,"death",0.775821136992081
"142",19,"positivity",0.25316988431118
"143",19,"cases",0.146013721161664
"144",19,"death",0.763120848415211
"145",20,"positivity",0.217290222514517
"146",20,"cases",0.123917454613376
"147",20,"death",0.741167312752017
"148",21,"positivity",0.176236910387262
"149",21,"cases",0.0997735810969996
"150",21,"death",0.712439718561848
"151",22,"positivity",0.13516252862934
"152",22,"cases",0.0734501231068666
"153",22,"death",0.675958597482424
"154",23,"positivity",0.0969832943774846
"155",23,"cases",0.0486300334216823
"156",23,"death",0.633743909500687
"157",24,"positivity",0.0698879522795417
"158",24,"cases",0.0206463310814992
"159",24,"death",0.594813636576699
"160",25,"positivity",0.0411529947433957
"161",25,"cases",-0.00661886634752646
"162",25,"death",0.555334458050642
"163",26,"positivity",0.0140050594007431
"164",26,"cases",-0.0320897669795435
"165",26,"death",0.515467337436226
"166",27,"positivity",-0.0208599764321643
"167",27,"cases",-0.0533237378638719
"168",27,"death",0.474969578029343
"169",28,"positivity",-0.0497003020057158
"170",28,"cases",-0.075566692575989
"171",28,"death",0.434833304807598
