"","shift","variable","rho"
"82",-1,"positivity",0.661907798322048
"83",-1,"cases",-0.213315489981335
"84",-1,"death",0.107772632743614
"85",0,"positivity",0.663726801479318
"86",0,"cases",-0.178483203864486
"87",0,"death",0.162457979900688
"88",1,"positivity",0.66079975716092
"89",1,"cases",-0.144503697524967
"90",1,"death",0.217975562716968
"91",2,"positivity",0.657238408878376
"92",2,"cases",-0.111939924049367
"93",2,"death",0.273924484672092
"94",3,"positivity",0.649593797942454
"95",3,"cases",-0.0803789435853764
"96",3,"death",0.329921582954652
"97",4,"positivity",0.640032323275087
"98",4,"cases",-0.0508894877603981
"99",4,"death",0.386070985554847
"100",5,"positivity",0.655330962961497
"101",5,"cases",-0.0401859604167536
"102",5,"death",0.433097089989856
"103",6,"positivity",0.647098181040331
"104",6,"cases",-0.0143645312236128
"105",6,"death",0.487720691562116
"106",7,"positivity",0.647604846014303
"107",7,"cases",-0.0073403448539397
"108",7,"death",0.533823105537479
"109",8,"positivity",0.633161884902156
"110",8,"cases",0.0136624113673195
"111",8,"death",0.585904249851514
"112",9,"positivity",0.628299034523242
"113",9,"cases",0.0160042315958566
"114",9,"death",0.6306813267653
"115",10,"positivity",0.609767528761311
"116",10,"cases",0.0324373413589781
"117",10,"death",0.679294267714713
"118",11,"positivity",0.598549235862697
"119",11,"cases",0.0311650483530457
"120",11,"death",0.720416588975549
"121",12,"positivity",0.600625535990419
"122",12,"cases",0.0270181559956154
"123",12,"death",0.759181269630507
"124",13,"positivity",0.585531619480122
"125",13,"cases",0.0235952979385527
"126",13,"death",0.795204910790452
"127",14,"positivity",0.54488266640574
"128",14,"cases",0.0347132573013757
"129",14,"death",0.830810014271404
"130",15,"positivity",0.520718014421228
"131",15,"cases",0.0269028956280551
"132",15,"death",0.859341114373397
"133",16,"positivity",0.477673777067707
"134",16,"cases",0.0338095669011858
"135",16,"death",0.884722416131888
"136",17,"positivity",0.444156865404313
"137",17,"cases",0.0215151767436353
"138",17,"death",0.902764819592307
"139",18,"positivity",0.420293892127214
"140",18,"cases",0.00782291670890348
"141",18,"death",0.916558006666841
"142",19,"positivity",0.388378063548516
"143",19,"cases",-0.0078167509442207
"144",19,"death",0.924870174034024
"145",20,"positivity",0.357422359773034
"146",20,"cases",-0.0253925316966318
"147",20,"death",0.927824263975295
"148",21,"positivity",0.299410933452783
"149",21,"cases",-0.024806946153354
"150",21,"death",0.92577599244487
"151",22,"positivity",0.236528144379149
"152",22,"cases",-0.0247342252862043
"153",22,"death",0.918386848534612
"154",23,"positivity",0.203698860469501
"155",23,"cases",-0.044549886442694
"156",23,"death",0.903767806891716
"157",24,"positivity",0.172772337162505
"158",24,"cases",-0.065150022185077
"159",24,"death",0.884106306841028
"160",25,"positivity",0.137851040017774
"161",25,"cases",-0.0864354427700404
"162",25,"death",0.859206466628257
"163",26,"positivity",0.101579787103487
"164",26,"cases",-0.10738035707087
"165",26,"death",0.830213628877428
"166",27,"positivity",0.0654607595645872
"167",27,"cases",-0.127738029456401
"168",27,"death",0.797860174191076
"169",28,"positivity",0.0258366022713631
"170",28,"cases",-0.148177263000175
"171",28,"death",0.762742026250512
