"","shift","variable","rho"
"134",16,"cases",-0.100274130081438
"135",16,"death",0.677501425956994
"136",17,"positivity",0.506300328589663
"137",17,"cases",-0.120384980054269
"138",17,"death",0.670397941836766
"139",18,"positivity",0.486103266064273
"140",18,"cases",-0.141631101148665
"141",18,"death",0.665222965769067
"142",19,"positivity",0.467258915987928
"143",19,"cases",-0.159345576285358
"144",19,"death",0.659228463786103
"145",20,"positivity",0.451543822182631
"146",20,"cases",-0.179310563533233
"147",20,"death",0.659369986668306
"148",21,"positivity",0.432512579362399
"149",21,"cases",-0.196526393107956
"150",21,"death",0.654859682138434
"151",22,"positivity",0.424370728868577
"152",22,"cases",-0.214266539655273
"153",22,"death",0.653271587622022
"154",23,"positivity",0.412023377240739
"155",23,"cases",-0.229331927814704
"156",23,"death",0.650532375798279
"157",24,"positivity",0.393018438604913
"158",24,"cases",-0.241247819274022
"159",24,"death",0.648688308174462
"160",25,"positivity",0.377485259470031
"161",25,"cases",-0.251092060384206
"162",25,"death",0.650231131189888
"163",26,"positivity",0.362916987317355
"164",26,"cases",-0.264011613416905
"165",26,"death",0.647207140183554
"166",27,"positivity",0.345717545925806
"167",27,"cases",-0.27558649992024
"168",27,"death",0.638345834445689
"169",28,"positivity",0.33109979937348
"170",28,"cases",-0.292369243501449
"171",28,"death",0.637151368243164
